No,GRT,Length,TerminalName,TEU,VoyageType,Interval,EarlinessTardiness,ST,OT,UT
438,16166,170,1,1238,Feeder,9.35,-1,2.38,14.12,1.7
439,42323,242,1,1632,Liner,5.3,1,2.12,37.77,1.62
440,17215,177,1,710,Liner,6,1,2.18,23.63,4.68
441,17887,182,1,1417,Liner,20.4,0,2.37,14.03,0.68
442,21932,187,1,601,Liner,5.5,19,0.97,11.45,1.67
443,15670,168,1,1629,Liner,3.17,24,2.28,62.93,1.7
444,10256,147,1,619,Liner,20.37,-3,1.48,12.93,1.42
445,25407,207,1,2569,Liner,0.17,0,2.4,41.77,4.25
446,3277,95,1,150,Feeder,4.5,12,0.77,10.07,0.67
447,5608,117,1,658,Feeder,16.75,2,2.92,28.53,2.65
448,29873,210,1,508,Liner,17.55,-4,1.2,4.27,0.83
449,14036,155,1,1276,Liner,7.7,1,0.68,21.95,0.2
450,10837,158,1,937,Feeder,15.1,2,0.72,18.82,1.8
451,36014,240,1,4975,Liner,9.57,14,1.95,60.43,1.92
452,15670,168,1,1215,Liner,2.5,30,2,32.6,2.15
453,4419,100,1,420,Feeder,4.22,13,2.15,10.22,0.88
454,27103,178,1,1370,Feeder,21.12,-2,1.42,19.03,1.88
455,10484,177,1,925,Liner,10.9,4,1.53,14.47,2.87
456,32284,211,1,1384,Liner,10.27,23,1.65,20.03,0.07
457,17887,182,1,1293,Liner,6.17,0,1.28,25.42,1.97
458,27681,222,1,2869,Liner,6,-1,2.37,41.27,1.45
459,16135,170,1,1836,Feeder,0.57,2,1.93,62.05,0.85
460,32654,227,1,1052,Liner,8.1,-1,2.48,19.38,2.38
461,9030,126,1,790,Liner,26,4,1.42,16.45,2.05
462,5608,117,1,661,Feeder,11,0,1.78,22.52,1.37
463,14036,155,1,1050,Liner,10.25,1,1.05,21.57,1.97
464,3236,102,1,427,Feeder,8.75,1,3.07,21.42,2.03
465,16694,174,1,1506,Liner,0.33,27,3.07,33.65,3.87
466,4876,122,1,340,Feeder,18.92,-1,0.7,10.92,2.77
467,1592.7,86,1,92,Feeder,3,-1,1.73,6.28,1.37
468,3225,97,1,198,Feeder,14.75,-4,1.82,6.03,1.45
469,27103,178,1,1273,Feeder,4.5,1,1.3,18.53,2.5
470,16233,182,1,915,Liner,6.2,3,3.28,15.23,3.4
471,29259,200,1,330,Liner,2.63,1,1.07,8.62,1.82
472,27758,209,1,3022,Feeder,1.42,13,2.6,125.33,1.68
473,10837,158,1,708,Feeder,7.05,-8,1.05,11.37,2.18
474,36014,240,1,4586,Liner,1.53,-1,2,61.87,1.47
475,16100,170,1,231,Liner,10.67,14,0.85,7.55,1.6
476,37323,240,1,824,Liner,5,-8,1.52,15.3,1.68
477,17887,182,1,1319,Liner,21.83,1,1.48,21.9,0.78
478,16166,170,1,1820,Feeder,3.58,3,1.18,24.88,2.02
479,23825,188,1,951,Liner,19.58,-3,1.62,15.3,2.5
480,25391,207,1,2559,Liner,1.9,0,2.28,43.45,3.77
481,29872,210,1,1936,Liner,0.35,0,1.3,24.43,1.97
482,10256,147,1,659,Liner,39.5,-3,1.77,25.8,1.23
483,16135,170,1,1015,Liner,1.75,0,1.17,18.73,1.95
484,16694,174,1,1438,Liner,4.83,-7,2.73,37.83,4.57
485,3225,97,1,217,Feeder,13.5,-12,1.3,7.33,0.95
486,4876,122,1,376,Feeder,24.5,-1,0.87,19.72,1
487,10837,158,1,566,Feeder,28.67,-7,1.4,10.87,0.87
488,18502,160,1,1023,Liner,0.5,14,4.4,16.43,2
489,27103,178,1,1458,Feeder,1,0,7.72,47.87,1.98
490,42145,248,1,1001,Liner,6.5,-1,1.8,15.73,3.72
491,17887,182,1,1483,Liner,3.6,1,0.9,29.02,1.38
492,36014,240,1,4052,Liner,1.32,-5,3.52,45.52,1.47
493,27758,209,1,2100,Feeder,22.58,-4,3.3,76.92,1.28
494,16135,170,1,2027,Feeder,5.5,0,5.1,54.88,0.77
495,29872,210,1,880,Liner,10.27,-2,1.95,23.18,1.35
496,27681,221,1,2592,Liner,29.23,-2,1.75,42.7,1.88
497,15095,168,1,1196,Liner,10.7,0,1.43,32.32,2.25
498,5608,117,1,708,Feeder,5.97,3,1.13,24.55,0.62
499,10837,158,1,613,Feeder,10.63,1,1.38,20.88,0.98
500,4419,100,1,815,Feeder,8.5,-5,1.13,19.08,2.55
501,4876,122,1,485,Feeder,25.03,-3,11.78,13.67,1.72
502,42323,242,1,2126,Liner,5.92,0,0.87,47.22,1.08
503,23285,187,1,3214,Liner,1,6,1.47,62,2.47
504,16100,170,1,254,Liner,6.75,-2,2.25,10.28,1.38
505,15670,168,1,1179,Liner,2,0,1.62,44.73,1.7
507,27758,209,1,1114,Feeder,9.33,-1,2.2,62.98,1.57
508,17887,180,1,1523,Liner,11.08,0,4.38,20.57,1
509,16166,170,1,1683,Feeder,13.72,2,1.45,48.43,0.45
510,52055,220,1,1576,Liner,23.12,0,1.38,22.95,2.25
511,15670,168,1,1426,Liner,5.83,1,2.07,48.88,2.05
512,10256,147,1,698,Liner,14.17,17,3.33,28.7,1.3
513,29873,210,1,1048,Liner,2.5,0,1.38,22,1.12
514,14036,155,1,892,Liner,6.78,-1,1.32,23.47,1.03
515,25391,207,1,1235,Liner,26.72,1,5.42,17.5,1.33
516,24305,182,1,296,Liner,7.9,-1,3.47,7.5,2.37
517,4876,122,1,393,Feeder,1.8,1,1.4,16.67,3.18
518,10837,158,1,875,Feeder,0.2,-3,1.17,15.83,1.08
519,36014,240,1,4784,Liner,0.68,-2,3.48,67.02,1.5
520,1592.7,86,1,122,Feeder,15.02,-1,2.4,11.82,1.2
521,34467,228,1,568,Liner,37.15,-1,2.03,10.62,2.27
522,17887,182,1,1258,Liner,0.92,-1,1.03,17.67,4.77
523,17215,177,1,900,Liner,5.5,-5,1.38,18.33,1.62
524,42323,242,1,1982,Liner,15.13,1,1.58,28.67,0.83
525,9030,126,1,677,Liner,2.95,-3,1.27,16.38,1.45
526,27103,178,1,1628,Feeder,12.5,-3,1.8,35.93,0.85
527,21932,187,1,1209,Liner,2.25,0,2.4,25.83,1.3
528,16135,170,1,1305,Feeder,11.5,-1,1.38,43.92,0.95
529,29873,210,1,1109,Liner,21.75,-1,1.38,21.77,1.82
531,27758,209,1,3014,Feeder,10.83,-1,1.48,39.93,1.42
532,15670,168,1,1076,Liner,9.17,0,2.82,22.13,1.22
533,5608,117,1,843,Feeder,13.25,-2,4.78,16.65,0.93
534,15670,168,1,919,Liner,8,0,2.43,18.63,1.28
535,27103,178,1,898,Feeder,1.08,4,1.38,23.98,0.88
536,36014,240,1,4676,Liner,2.08,3,8.52,52.12,4.37
537,16100,170,1,195,Liner,1.08,0,3.15,6.27,1.58
538,4419,100,1,509,Feeder,9.15,-5,1.15,9.85,1.5
539,10837,158,1,899,Feeder,16.85,-5,1.95,15.48,0.93
540,17215,177,1,816,Liner,17.5,-1,1.47,12.53,1.33
541,29259,200,1,230,Liner,1.92,0,1.25,22.17,1.17
542,32284,211,1,1721,Liner,20.83,-4,5.13,18.75,1.15
543,17887,182,1,1732,Liner,3,1,1.4,21.28,1.35
544,16694,174,1,1311,Liner,9.25,-1,4.52,40.43,1.55
545,10256,147,1,696,Liner,3.25,-2,1.97,19.23,1.97
546,16166,170,1,1338,Feeder,6.17,0,1.65,23.03,0.93
547,32654,227,1,946,Liner,1.83,-1,1.42,22.07,1.27
548,29872,210,1,1483,Liner,27.53,-2,1.37,21.18,1.82
549,25407,207,1,2434,Liner,4.47,0,3.7,38.3,2.48
550,16731,185,1,907,Liner,3.75,-1,1.78,17.3,1.25
551,5608,117,1,864,Feeder,3.15,3,1.63,24.08,0.82
552,10837,158,1,665,Feeder,34.43,-3,0.67,12.38,0.78
553,4419,100,1,802,Feeder,4.25,-1,0.68,13.68,1.85
554,16100,170,1,227,Liner,9.92,-4,3.33,4.45,1.63
555,36014,240,1,4560,Liner,13,0,1.6,46.5,2.78
556,27915,215,1,979,Liner,6.7,1,4.62,12.4,2.15
557,37323,240,1,2143,Liner,7.13,-5,2.52,54.25,2.23
558,27103,178,1,2225,Feeder,7.83,-2,1.17,30.08,1.5
559,4419,100,1,478,Feeder,2.33,1,1.15,17.43,1.33
560,10837,158,1,388,Feeder,9.5,3,1.53,17.13,1.08
561,10484,177,1,994,Liner,1,9,1.35,11.82,3.2
562,16600,178,1,1626,Feeder,5.35,7,1.57,42.23,0.95
563,17887,181,1,1450,Liner,15.4,2,0.78,19.48,0.9
564,23825,188,1,677,Liner,1.5,1,1.55,13.42,2.62
565,9030,126,1,545,Liner,20.95,-1,1.73,16.32,2.47
566,29872,210,1,1055,Liner,14.3,-3,1.68,19.82,1.08
567,16694,174,1,1447,Liner,11.5,2,1.73,25.27,1.77
568,15095,168,1,883,Liner,4.5,3,1.2,14.15,1.07
569,25407,207,1,2565,Liner,21,2,1.92,32.57,3.1
570,15670,168,1,1267,Liner,6.5,0,2.83,21.08,1.42
571,16600,178,1,1573,Feeder,8.33,-3,1.02,22,11.32
572,10837,158,1,932,Feeder,15.42,-4,1.32,17.5,4.43
573,16100,170,1,153,Liner,12.75,0,3.3,3.73,0.47
574,36014,240,1,5228,Liner,13,19,1.23,54.03,1.23
575,10256,147,1,150,Liner,1,-2,0.83,4.42,1.42
576,16233,182,1,908,Liner,3.4,3,1.5,14.95,1.38
577,54214,295,1,2066,Liner,17.35,-1,1.18,17.35,3.3
578,21932,187,1,983,Liner,14.15,2,1.53,9.7,1.65
579,27103,178,1,1301,Feeder,3.9,-2,4.57,54.03,1.65
580,30750,189,1,1452,Liner,7.1,-2,1.82,13.07,2.7
581,4876,122,1,346,Feeder,15.2,-2,6.63,15.5,1.42
582,29259,200,1,187,Liner,0.23,6,1.2,5.55,1.95
583,29872,210,1,1548,Liner,2.83,1,1.55,21.88,1.57
584,27681,222,1,2356,Liner,11.03,2,2.07,29.57,2.12
585,10837,158,1,743,Feeder,8.8,-4,1.28,10,0.55
586,14036,155,1,747,Liner,0.9,2,1.15,14.97,1.97
587,4419,100,1,830,Feeder,33.1,-3,0.88,10.42,1.4
588,16100,170,1,269,Liner,9.5,-2,0.6,8.12,1.7
589,23285,187,1,3392,Liner,10.75,3,2.18,32.05,3.07
590,34467,228,1,1007,Liner,7.47,-1,1.02,12.45,3.05
591,18502,160,1,953,Liner,0.28,0,0.87,13.97,1.75
592,3277,95,1,314,Feeder,8.75,-3,1.43,9.22,1.18
593,27103,178,1,1834,Feeder,0.67,2,3.82,25.53,1.9
594,16135,170,1,1518,Feeder,19.08,1,0.93,25.63,1.9
595,30526,205,1,1150,Liner,6.42,1,2.02,19.15,1.25
596,17887,180,1,1522,Liner,3.33,0,1.05,15.52,1.18
597,42323,242,1,1593,Liner,8.35,1,2.1,21.63,2.18
598,10837,158,1,632,Feeder,50.9,2,1.02,10.53,1.12
599,4419,100,1,691,Feeder,7.33,1,1.15,12.43,2.08
600,14036,155,1,1220,Liner,3,3,0.75,17.12,1.67
601,25391,207,1,1687,Liner,1.17,0,1.8,31.72,2.82
602,29873,210,1,1698,Liner,17.17,-2,0.95,21.2,0.7
603,15670,168,1,1201,Liner,11.33,4,1.43,15.35,1.63
604,18.732,169,1,243,Liner,19.07,-9,1.47,6.55,4.23
605,36014,240,1,4427,Liner,3.93,3,2,42.85,2.73
606,28300,221,1,752,Liner,2.5,-2,2.42,9.85,0.9
607,4876,122,1,152,Feeder,2.27,-3,1.38,4.42,1.37
608,26787,208,1,867,Liner,8.98,5,1.82,15.77,2.28
609,3277,95,1,194,Feeder,24.55,-8,1.38,6.22,1.32
610,42323,242,1,1615,Liner,1.95,0,1.25,24.53,1.63
611,16166,170,1,1651,Feeder,2,0,1.32,37.32,0.7
612,17887,182,1,1839,Liner,7.08,2,1.43,17,1.48
613,42145,248,1,992,Liner,10.2,3,1.58,14.23,2.27
614,15670,168,1,1618,Liner,3.07,2,1.72,38.9,2.52
615,16600,178,1,1066,Feeder,0.53,3,1.65,9.72,2.75
616,10837,158,1,503,Feeder,19.87,-7,1.5,8.47,1.12
617,27681,221,1,3304,Liner,4.3,-2,2.05,34.52,1.4
618,29873,210,1,1195,Liner,21.2,-2,2.27,15.48,2.58
619,22738,188,1,887,Liner,2.2,-1,0.77,11.98,0.43
620,16731,185,1,1044,Liner,3.13,-4,1.37,13.15,1.57
621,5608,117,1,496,Feeder,14.37,1,1.08,11.38,1.12
622,36014,240,1,4223,Liner,24.47,0,3.6,38.08,4
623,10837,158,1,564,Feeder,5.08,-2,0.82,9.33,2.1
624,16100,170,1,383,Liner,3.25,0,3.95,11.72,1.92
625,27915,215,1,897,Liner,24.5,1,1.68,11.65,2.2
626,16694,174,1,1660,Liner,5.5,-3,3.38,26.57,1.88
627,17215,177,1,993,Liner,6.33,1,1.65,15.52,1.52
628,27103,178,1,2003,Feeder,1.17,9,1.53,41.02,1.28
629,32284,211,1,1417,Liner,6.5,-3,1.63,16.8,0.72
630,32654,227,1,930,Liner,3.67,4,0.82,15.33,2.18
631,16135,170,1,1300,Feeder,1.13,-3,1.87,47.55,0.58
632,17887,182,1,1687,Liner,15.65,0,0.92,16.3,1.62
633,16600,178,1,1167,Feeder,8.05,-3,0.9,9.68,2.67
634,10837,158,1,406,Feeder,10.83,-1,1.02,7.65,0.92
635,4419,100,1,522,Feeder,18.67,-5,1.38,12.75,1.87
636,29872,210,1,1598,Liner,2.25,5,1.13,23.92,3.28
637,25391,207,1,2028,Liner,4.67,0,2.33,29.82,2.02
638,35598,225,1,641,Liner,9.78,-2,1.1,8.78,1.23
639,15095,168,1,908,Liner,4.38,0,0.77,13.12,1.28
640,5608,117,1,689,Feeder,25.92,4,0.68,9.02,1.47
641,10837,158,1,546,Feeder,11.75,-2,1.13,5.72,0.73
642,16600,178,1,801,Feeder,4.93,-3,1.13,10.93,2.9
643,36014,240,1,4505,Liner,14.32,0,1.32,45.02,1.88
644,25705,209,1,892,Liner,8,0,0.38,16.58,2.17
645,17215,177,1,759,Liner,6.8,0,2.52,8.98,1.87
646,18.732,169,1,210,Liner,5.2,3,0.95,13.93,0.92
647,15670,168,1,1548,Liner,17.5,-1,0.98,20.38,3.3
648,17887,181,1,1502,Liner,2.5,1,1.33,13.87,2.63
650,37323,240,1,1595,Liner,22.32,-2,0.92,20.35,1.9
651,23825,188,1,1034,Liner,19.18,0,1.37,14.45,3.23
652,10837,158,1,543,Feeder,4.5,4,1.03,7.73,1.32
653,4876,122,1,302,Feeder,1.5,-1,1.33,9.07,1.03
654,29872,210,1,1877,Liner,13.52,-6,1.52,18.67,2.23
655,14036,155,1,696,Liner,13.48,-4,0.93,10.03,1.28
656,29259,200,1,566,Liner,2,2,1.17,10.37,1.38
657,5608,117,1,736,Feeder,2,0,0.58,10.12,1.53
658,4419,100,1,741,Feeder,21.5,2,1.18,8.8,1.38
659,30971,202,1,441,Liner,8.5,4,1.43,9.57,2.08
660,36014,240,1,5164,Liner,1,0,1.58,45.62,1.88
661,16100,170,1,212,Liner,7,1,1.07,7.93,0.83
662,34467,228,1,943,Liner,6.3,0,1.67,12.63,1.55
663,10837,158,1,707,Feeder,12.2,-9,0.8,10.43,0.52
664,16600,178,1,1067,Feeder,11.08,0,0.9,12.68,2.13
665,27103,178,1,1390,Feeder,7.42,4,0.68,13.85,2.8
666,15670,168,1,1622,Liner,8.5,4,4.37,22.87,2.85
667,16135,170,1,1730,Feeder,0.5,0,1.27,36.23,1
668,30750,189,1,1691,Liner,0.5,-3,1.23,14.88,1.6
669,52055,258,1,1682,Liner,4.6,2,4.08,15.73,1.02
670,10484,177,1,913,Liner,15.9,-4,1.12,9.93,2.07
671,21932,187,1,918,Liner,15.5,7,3.47,13.48,2.05
672,29872,210,1,1447,Liner,21,-6,1.33,19.37,1.3
673,4419,100,1,651,Feeder,1,0,1.12,10.4,0.72
674,16694,174,1,930,Liner,11.97,-9,1.97,13.05,2.65
675,34231,215,1,774,Liner,1.03,-1,0.9,13.42,1.68
676,15670,168,1,1568,Liner,2.5,2,1.93,22.75,2.57
677,14036,155,1,653,Liner,0.33,-1,0.88,6.48,0.77
678,1573,82,1,31,Feeder,24.67,2,1.57,1.68,2
679,23285,187,1,3079,Liner,2.5,1,1.47,37.17,1.53
680,4419,100,1,679,Feeder,13.5,0,0.92,9.2,1.83
681,28300,221,1,924,Liner,6.75,-1,1.82,13.7,2.23
682,25407,207,1,2139,Liner,19.25,-1,1.42,31.82,1.35
683,16233,182,1,815,Liner,1.5,3,1.68,18.75,1.55
684,10837,158,1,725,Feeder,1.75,-4,2.7,7.88,0.33
685,27103,178,1,1126,Feeder,3.55,0,1.18,25.17,1.53
686,18.732,169,1,182,Liner,23.53,-2,0.33,3.8,0.87
687,17887,180,1,1116,Liner,8.92,1,1,10.38,0.95
688,30526,205,1,968,Liner,0.25,0,1.65,13,2.03
689,42323,242,1,1547,Liner,7.7,-2,0.72,25.23,24.45
690,10837,158,1,413,Feeder,12.8,-1,0.82,5.98,0.7
691,29259,200,1,281,Liner,15.75,3,1.1,5.65,0.83
692,16694,174,1,1263,Liner,5.58,6,1.75,19.75,2.67
693,29873,210,1,1497,Liner,6.25,-2,1.22,13.97,1.08
694,16166,170,1,1704,Feeder,12.42,0,0.68,20.68,3.13
695,25407,207,1,2707,Liner,19,1,2.43,29.87,0.95
696,36014,240,1,4038,Liner,1.17,1,3.08,38.4,3.93
697,32703,207,1,438,Liner,12.83,-3,0.6,11.85,1.95
698,5608,117,1,829,Feeder,2.83,6,1.17,13.45,2.38
699,16135,170,1,584,Liner,5.97,4,0.95,7.8,1.33
700,15670,168,1,1388,Liner,13.9,0,2.3,27.55,1.02
701,27915,215,1,1448,Liner,0.47,1,1.2,10.77,1.45
702,18502,160,1,1167,Liner,3.67,0,0.93,16.2,1.28
703,16100,170,1,192,Liner,8.33,0,0.82,6.07,0.78
704,27103,178,1,2044,Feeder,4.83,-5,1.08,27.3,3.37
705,27758,202,1,1237,Feeder,12.7,1,1.08,12.33,1.75
706,42323,242,1,1616,Liner,10.55,-19,1.42,23.33,1.17
707,42145,248,1,839,Liner,25,2,1.15,11.42,1.6
708,10837,158,1,532,Feeder,11,9,0.7,6.32,0.9
709,16135,170,1,1956,Feeder,7.42,0,2.57,21.43,1.67
710,21045,182,1,1262,Liner,2.33,5,1.4,18.5,1.43
711,27681,222,1,2438,Liner,7.33,1,3.27,26.4,3.08
712,29873,210,1,1564,Liner,14.17,0,1.17,24.98,1.57
713,15670,168,1,1619,Liner,8.3,2,1.73,25.2,3.15
714,15095,168,1,824,Liner,26.7,-1,0.57,12.7,1.57
715,36014,240,1,3707,Liner,4,9,1.48,41.82,3.1
716,5608,117,1,755,Feeder,1.58,2,0.85,15.93,2.18
717,10837,158,1,452,Feeder,15.72,-4,0.97,12.78,2.08
718,38991,240,1,2140,Liner,6,2,1.37,21.58,1.55
719,18.732,169,1,228,Liner,3.95,0,0.45,5.55,1.5
720,25705,209,1,1299,Liner,3.5,2,1.32,16.82,1.2
721,27103,178,1,1340,Feeder,9.92,-2,1.7,27.08,1.8
722,26787,208,1,636,Liner,5.03,5,1.57,16.73,2.2
723,16600,178,1,1055,Feeder,7.8,-5,1.22,11.62,0.75
724,32284,211,1,1597,Liner,15.67,2,1.27,17.32,1
725,4419,100,1,578,Feeder,8.58,-2,1.53,6.45,2.35
726,32654,227,1,892,Liner,1.75,0,1.15,10.93,2.25
727,10837,158,1,478,Feeder,7.7,-2,0.62,10.17,1.17
728,16166,170,1,1451,Feeder,1.43,0,0.88,16.95,1.33
729,25391,207,1,2935,Liner,14.53,1,1.68,36.83,2.92
730,17887,182,1,1250,Liner,3.08,1,1.42,14.6,0.98
731,24305,182,1,239,Liner,2.55,-1,1.15,3.93,1.32
732,29872,210,1,1260,Liner,22.2,-1,1.83,16.53,1.88
733,14036,155,1,578,Liner,15.5,0,2.17,6.8,1.12
734,40177,244,1,1239,Liner,15.5,-3,1.28,12.87,1.42
735,3135,93,1,480,Feeder,6.5,9,0.7,18.12,1.88
737,5608,117,1,579,Feeder,9.83,1,0.62,9.25,1.77
738,1573,83,1,82,Feeder,10.17,-1,0.8,2.97,1.32
739,34467,228,1,1477,Liner,5.25,3,1,18.17,1.67
740,10837,158,1,578,Feeder,3.42,-1,0.77,9.17,0.65
741,15670,168,1,896,Liner,1.17,-1,1.35,16.08,2.98
742,4419,100,1,542,Feeder,5.67,-4,1,16.27,1.78
743,36014,240,1,4508,Liner,1,0,1.6,33.98,2.57
744,37323,240,1,1760,Liner,4.4,-7,1.27,19.95,0.87
745,16100,170,1,182,Liner,19.8,-7,0.83,4.95,1.62
746,23825,188,1,792,Liner,0.3,1,1.28,13.07,1.32
747,16135,170,1,984,Feeder,2.25,0,1.47,24.43,0.77
748,17887,181,1,1104,Liner,12.75,1,0.9,14.92,0.77
749,27681,221,1,3075,Liner,20.5,-2,1.97,25.8,2.4
750,17215,177,1,765,Liner,0.17,0,1.08,13,1.83
751,15670,168,1,961,Liner,18.17,0,1.5,23.82,4.85
752,29872,210,1,1494,Liner,1.67,-1,1.72,20.28,1.8
753,36014,240,1,5471,Liner,15,-4,1.58,49.15,3.18
754,14036,155,1,729,Liner,36,1,1.2,14.47,1.25
755,5608,117,1,523,Feeder,0.5,3,0.85,7.07,1.58
756,35598,225,1,1246,Liner,6,0,0.8,15.2,2
757,16600,178,1,830,Feeder,0.67,4,0.88,11.38,2.87
758,16694,174,1,597,Liner,4.73,-1,1.33,10.45,7.55
759,10837,158,1,633,Feeder,10.6,-3,0.6,6.18,2.22
760,28300,221,1,1427,Liner,9.5,3,1.2,15.58,3.17
761,18.732,169,1,120,Liner,4.25,5,0.9,5.62,1.3
762,1831,100,1,289,Feeder,5.75,3,1.28,5.47,1.17
763,27103,178,1,1340,Feeder,5.67,-1,0.88,15.87,1.25
764,17215,177,1,508,Liner,7.08,-1,0.93,8.42,2.65
765,21932,187,1,768,Liner,0.58,-8,1.12,10.85,1.45
766,10837,158,1,260,Feeder,12.17,-10,0.68,4.37,0.62
767,16166,170,1,1187,Feeder,0.5,0,0.7,17.78,1.1
768,30750,189,1,1252,Liner,7,-1,0.87,9.58,2.15
769,52055,258,1,1514,Liner,23.5,2,1.72,16.5,0.7
770,1573,82,1,56,Feeder,10.83,-5,2.2,2.22,0.78
771,25391,207,1,2288,Liner,7.67,0,1.6,19.73,2.68
772,29872,210,1,1648,Liner,22,0,1.37,16.37,1.85
773,16135,170,1,723,Liner,9,13,0.95,6.42,3.42
774,3277,95,1,308,Feeder,3,1,0.58,10.53,1.55
775,1831,100,1,391,Feeder,1.3,-4,1.08,7.47,1.7
776,4419,100,1,523,Feeder,6.45,-4,1.23,5.55,1.63
777,23285,187,1,3653,Liner,20.08,2,1.93,39.78,2.63
778,29259,200,1,188,Liner,1.17,3,1.95,5.03,1.68
779,30971,202,1,1323,Liner,3.5,1,0.95,18,2.38
780,27915,215,1,1635,Liner,1.7,1,1.28,22.98,2.65
781,16100,170,1,264,Liner,7.3,-3,1.2,10.13,1.33
782,15670,168,1,1423,Liner,4.4,0,1.93,28.07,2.75
783,42323,242,1,1380,Liner,6,7,0.92,16.9,1.55
784,10484,177,1,841,Liner,3.6,-1,1.55,13.93,1.9
785,11925,149,1,1250,Feeder,1.8,5,1.73,38.67,2.52
786,3236,102,1,301,Feeder,17.9,2,1.5,22.57,2.48
787,17887,180,1,953,Liner,2.3,-4,1.17,9.53,1.63
788,30526,205,1,1101,Liner,19,-8,1.28,21.98,1.45
789,1831,100,1,228,Feeder,0.75,1,0.57,7,1.03
790,16135,170,1,1887,Feeder,4.92,5,1.6,16.97,0.87
792,16694,174,1,1480,Liner,1.5,-15,1.73,22.98,2.7
793,10837,158,1,434,Feeder,28.25,-22,0.4,5.95,1.65
794,29873,210,1,1566,Liner,7.75,-1,1.25,17.95,3.22
795,16600,178,1,461,Feeder,8,-2,1,6.67,1
796,15095,168,1,1102,Liner,8.5,3,1.1,13.68,1.47
797,34231,215,1,1158,Liner,11.25,-5,1.4,15.97,1.55
798,4419,100,1,759,Feeder,0.17,1,2.12,17.93,1.53
799,29259,200,1,133,Liner,6.83,-3,1.6,4.68,2.12
800,36014,240,1,5307,Liner,13.25,0,1.95,45.73,2.23
801,5608,117,1,617,Feeder,12.5,1,2.62,10.2,1.65
802,18.732,169,1,153,Liner,5.83,3,0.87,6.53,1.42
803,25705,209,1,1838,Liner,10.17,3,2.43,20.22,3.43
804,16233,182,1,935,Liner,3,4,1.62,15.85,2.37
805,42323,242,1,1099,Liner,12.17,0,1.4,16.18,1.67
806,42145,248,1,1151,Liner,2.63,-1,1.42,14.12,1.55
807,16166,170,1,1418,Feeder,14.7,-5,2.82,15.88,1.8
808,21045,182,1,1243,Liner,8.5,1,1.35,12.58,1.4
809,16600,178,1,1082,Feeder,3.58,1,1.03,11.77,2.12
810,15670,168,1,332,Liner,43.42,-10,4.13,6.28,1.35
811,25407,207,1,2772,Liner,8,-2,2.03,38.53,2.6
812,14036,155,1,904,Liner,4,-1,1.88,10.87,1
813,29873,210,1,1101,Liner,8.53,-1,1.93,13.82,6.92
814,15670,168,1,667,Liner,13.87,5,2.05,9.9,3.88
815,32703,207,1,1399,Liner,2.6,-2,1.03,20.03,1.27
816,5608,117,1,475,Feeder,8.5,2,1.03,7.98,2.4
817,10837,158,1,835,Feeder,3.7,-13,0.78,11.13,0.58
819,18502,160,1,1022,Liner,4.92,0,0.85,35.27,2.8
820,16100,170,1,179,Liner,23.43,-3,2.55,5.53,1.67
821,36014,240,1,4700,Liner,2.95,0,1.4,69.68,2.63
822,32284,211,1,1120,Liner,23.2,-13,1.33,15.02,2.57
823,32654,227,1,850,Liner,0.6,5,0.45,16.38,2.33
824,27103,178,1,1427,Feeder,2.75,3,1.57,26.17,1.13
825,17887,182,1,1199,Liner,38.42,-2,1.05,8.9,1.88
826,1831,100,1,404,Feeder,0.33,1,3.9,3.05,2.38
827,15670,168,1,1446,Liner,4.5,4,1.57,18.08,3.93
828,1573,83,1,53,Feeder,3.5,-3,0.98,1.53,0.8
829,29872,210,1,1317,Liner,19.5,0,1.62,13.98,1.85
830,3277,95,1,343,Feeder,1,5,1.03,7.93,1.53
831,14036,155,1,1016,Liner,1.83,1,0.92,11.93,1.17
832,36014,240,1,4725,Liner,21.67,-5,2.07,38.85,1.7
833,25407,207,1,2124,Liner,5.8,-1,2.07,24.12,6.4
834,38991,240,1,2501,Liner,3.7,4,2.15,22.68,1.67
835,18.732,169,1,279,Liner,19.25,-14,2.37,5.12,1.43
836,28300,221,1,2148,Liner,12.5,-1,1.95,17.05,1.75
837,5608,117,1,482,Feeder,7,0,1,8.47,1.62
838,26787,208,1,820,Liner,3.45,2,1.52,9,2.07
839,27103,178,1,1037,Feeder,6.3,4,1.1,9.73,1.08
840,37323,240,1,1129,Liner,13,-3,1.15,11.2,2.48
841,17887,181,1,1183,Liner,7,-3,1.17,9.18,1.03
842,23825,188,1,792,Liner,15.67,2,1.47,9.07,2.17
843,4419,100,1,762,Feeder,1.23,10,0.67,7.83,1.3
844,10837,158,1,581,Feeder,11.1,24,0.77,9.73,0.83
845,1539,83,1,157,Feeder,1.83,0,0.83,4.75,0.82
846,15670,168,1,1423,Liner,4.17,-3,1.82,21.35,2.13
847,27681,222,1,2050,Liner,6.67,-2,2.57,18.95,3.42
848,29872,210,1,1163,Liner,17.83,0,1.47,14,1.48
849,36014,240,1,4885,Liner,33.75,1,1.67,36.88,2.78
850,16135,170,1,904,Liner,13.25,3,0.98,9.77,1.48
851,24305,182,1,254,Liner,4.5,20,0.95,6.98,1.4
852,10837,158,1,576,Feeder,2.83,-2,0.93,6.67,0.98
853,13603,155,1,1200,Feeder,1.5,0,1.67,45.62,1.72
854,16694,174,1,504,Liner,2.67,20,1.67,8.15,57.43
